fieldsample_barcode	habitat_typenumber	mfd_sampletype	mfd_areatype	mfd_hab1	mfd_hab2	mfd_hab3	longitude	latitude	flat_name	after_total_reads	after_total_bases
MFD05204	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	9.871508338	55.53792771	LIB-MJ147-E3_02.fastq.gz	17004132	2506092916
MFD05205	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.550855327	55.27020976	LIB-MJ150-H8_03.fastq.gz	21271216	3130908454
MFD05206	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.871508338	55.53792771	LIB-MJ150-B11_03.fastq.gz	21823886	3230472135
MFD05207	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.871508338	55.53792771	LIB-MJ150-G1_03.fastq.gz	21877152	3221396874
MFD05208	6211	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Fescue	9.871508338	55.53792771	LIB-MJ151-D2_04.fastq.gz	25756424	3832383113
MFD05209	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.871508338	55.53792771	LIB-MJ151-B2_04.fastq.gz	34536580	5127484001
MFD05210	6153	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter	9.240447322	55.99005669	LIB-MJ150-E10_03.fastq.gz	34828546	5134566841
MFD05211	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	12.09462707	55.59182715	LIB-MJ145-E10_01.fastq.gz	17721116	2622976793
MFD05212	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.758431038	56.16975159	LIB-MJ146-F2_01.fastq.gz	21180168	3137103754
MFD05213	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	9.239891273	55.90020726	LIB-MJ146-F1_01.fastq.gz	24217746	3550790958
MFD05214	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	8.763914176	55.27122409	LIB-MJ149-D10_03.fastq.gz	26041008	3846609608
MFD05215	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	9.238241941	55.63065102	LIB-MJ147-B10_02.fastq.gz	28699664	4227068210
MFD05216	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	10.49831595	55.35212853	LIB-MJ148-B5_02.fastq.gz	21129882	3117449587
MFD05217	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.871508338	55.53792771	LIB-MJ150-B8_03.fastq.gz	20104444	2985283130
MFD05218	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	8.608293631	55.09109957	LIB-MJ149-H10_03.fastq.gz	26431678	3873251590
MFD05219	6611	Soil	Agriculture	Fields	Fabids	Fabales, Pea	8.758431038	56.16975159	LIB-MJ146-B3_01.fastq.gz	16880542	2492469654
MFD05220	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.079779809	55.81056349	LIB-MJ146-E1_01.fastq.gz	23108682	3406719256
MFD05221	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	8.76175807	55.63065102	LIB-MJ146-B2_01.fastq.gz	23581208	3484648639
MFD05223	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.392587253	55.18095963	LIB-MJ145-D11_01.fastq.gz	21208758	3121552705
MFD05224	6221	Soil	Agriculture	Fields	Poales, grass	Grass in rotation, No clover	8.758431038	56.16975159	LIB-MJ135-H7_04.fastq.gz	20273582	3005990010
MFD05225	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	8.758431038	56.16975159	LIB-MJ151-A6_04.fastq.gz	43715988	6465127785
MFD05226	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	9.236620325	55.36108282	LIB-MJ147-H3_02.fastq.gz	16846152	2434539448
MFD05227	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	8.608293631	55.09109957	LIB-MJ150-A1_03.fastq.gz	17522716	2503948618
MFD05228	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.608293631	55.09109957	LIB-MJ146-C4_01.fastq.gz	18668900	2762226545
MFD05229	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.49493298	55.26229957	LIB-MJ147-F7_02.fastq.gz	19851242	2927180788
MFD05230	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.236620325	55.36108282	LIB-MJ148-H9_02.fastq.gz	15946036	2353081771
MFD05231	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.60563615	55.36067573	LIB-MJ139-H9_01.fastq.gz	20883372	3101063857
MFD05232	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	8.758431038	56.16975159	LIB-MJ139-A2_01.fastq.gz	20439432	3029629724
MFD05233	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	10.33762235	55.26412475	LIB-MJ138-H9_03.fastq.gz	25059814	3719945458
MFD05234	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.33762235	55.26412475	LIB-MJ149-A12_03_v_LIB-MJ404-E11_03.fastq.gz	21462532	3135918087
MFD05235	6161	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter, Hybrid	8.920766881	55.54100119	LIB-MJ150-F1_03.fastq.gz	16217636	2386307236
MFD05236	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.706636313	55.17954433	LIB-MJ147-C5_02.fastq.gz	20377046	3020594244
MFD05237	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.706636313	55.17954433	LIB-MJ147-A9_02.fastq.gz	21673428	3187900045
MFD05238	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.706636313	55.17954433	LIB-MJ135-B8_04.fastq.gz	14877606	2213219433
MFD05239	6153	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter	9.240447322	55.99005669	LIB-MJ137-A2_02.fastq.gz	29947912	4411348775
MFD05240	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.60563615	55.36067573	LIB-MJ150-B6_03.fastq.gz	18052458	2676920236
MFD05241	6161	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter, Hybrid	8.920766881	55.54100119	LIB-MJ149-G8_03.fastq.gz	30648552	4522703644
MFD05242	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.3436939	55.44379339	LIB-MJ150-G4_03.fastq.gz	16667580	2471210179
MFD05243	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.33762235	55.26412475	LIB-MJ140-D6_02.fastq.gz	20900962	3103548692
MFD05244	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	8.602933533	55.63023983	LIB-MJ138-F6_03.fastq.gz	24978726	3702173056
MFD05245	6311	Soil	Agriculture	Fields	Asparagales	Onion	9.239338377	55.81035651	LIB-MJ135-A11_04.fastq.gz	20578296	3050685418
MFD05246	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.03466098	55.71637907	LIB-MJ139-H1_01_v_LIB-MJ406-D10_04.fastq.gz	3341106	485997018
MFD05247	6212	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Ryegrass	10.3436939	55.44379339	LIB-MJ138-D11_03.fastq.gz	26617826	3951423493
MFD05248	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.49831595	55.35212853	LIB-MJ138-G8_03.fastq.gz	28407910	4184575253
MFD05249	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.0275963	55.44685603	LIB-MJ139-G10_01.fastq.gz	28572526	4225895098
MFD05250	6143	Soil	Agriculture	Fields	Poales, Cereal	Barley, Winter	8.763379686	55.36108282	LIB-MJ135-F1_04.fastq.gz	16665510	2464213976
MFD05251	6143	Soil	Agriculture	Fields	Poales, Cereal	Barley, Winter	8.763379686	55.36108282	LIB-MJ138-G9_03.fastq.gz	29868680	4425604113
MFD05252	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.60563615	55.36067573	LIB-MJ137-A8_02.fastq.gz	24962984	3692225024
MFD05253	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.392587253	55.18095963	LIB-MJ135-H9_04.fastq.gz	17194122	2554835820
MFD05254	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.393473068	55.27081835	LIB-MJ146-F9_01.fastq.gz	17031782	2521278594
MFD05255	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.442838668	55.71947301	LIB-MJ138-A6_03.fastq.gz	32234680	4774139199
MFD05256	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.0275963	55.44685603	LIB-MJ139-F7_01.fastq.gz	19897676	2962809528
MFD05257	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.60563615	55.36067573	LIB-MJ139-F5_01.fastq.gz	17766084	2644724960
MFD05258	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.60563615	55.36067573	LIB-MJ140-H5_02.fastq.gz	25862364	3825859120
MFD05259	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.3436939	55.44379339	LIB-MJ140-E10_02.fastq.gz	25220684	3752014487
MFD05260	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.08757979	55.5021019	LIB-MJ149-C8_03.fastq.gz	25893684	3827391110
MFD05261	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.08757979	55.5021019	LIB-MJ137-C6_02.fastq.gz	24936378	3704375214
MFD05262	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.92948035	55.50598875	LIB-MJ137-A7_02.fastq.gz	21052104	3114078455
MFD05263	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	12.09462707	55.59182715	LIB-MJ146-G4_01.fastq.gz	11470364	1700177013
MFD05264	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	10.49493298	55.26229957	LIB-MJ138-H11_03.fastq.gz	19805680	2846435545
MFD05265	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.60133566	55.33362089	LIB-MJ137-F5_02.fastq.gz	18508552	2745744408
MFD05266	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.08757979	55.5021019	LIB-MJ150-D1_03.fastq.gz	18961094	2795575062
MFD05267	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.03466098	55.71637907	LIB-MJ135-B2_04.fastq.gz	15335236	2280397487
MFD05268	6311	Soil	Agriculture	Fields	Asparagales	Onion	9.240447322	55.99005669	LIB-MJ135-E9_04.fastq.gz	20774696	3068278688
MFD05269	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	8.919476656	56.16996138	LIB-MJ137-B11_02.fastq.gz	21544484	3174635537
MFD05270	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	9.239891273	55.90020726	LIB-MJ140-F9_02.fastq.gz	26116238	3858483576
MFD05271	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.60133566	55.33362089	LIB-MJ137-G1_02.fastq.gz	18050784	2537986831
MFD05272	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.03466098	55.71637907	LIB-MJ145-G5_01.fastq.gz	26441192	3828997555
MFD05273	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.33762235	55.26412475	LIB-MJ137-B8_02.fastq.gz	27994878	4155269789
MFD05274	6411	Soil	Agriculture	Fields	Asterids	Asterales, Lettuce	9.239891273	55.90020726	LIB-MJ139-C6_01.fastq.gz	27031188	4000798104
MFD05275	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.25080577	54.71137062	LIB-MJ147-B4_02.fastq.gz	22222044	3277742182
MFD05276	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.09569745	54.7141524	LIB-MJ138-E4_03.fastq.gz	21779736	3237735293
MFD05277	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.762301656	55.54079628	LIB-MJ135-B12_04.fastq.gz	5931810	859877203
MFD05278	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.18835428	55.53526437	LIB-MJ140-B3_02.fastq.gz	21710712	3220289075
MFD05279	6143	Soil	Agriculture	Fields	Poales, Cereal	Barley, Winter	8.763379686	55.36108282	LIB-MJ138-A10_03.fastq.gz	25817990	3815042681
MFD05280	6429	Soil	Agriculture	Fields	Asterids	Solanales, Potato, Other	9.240447322	55.99005669	LIB-MJ139-E7_01.fastq.gz	23935190	3548343881
MFD05281	6611	Soil	Agriculture	Fields	Fabids	Fabales, Pea	12.08757979	55.5021019	LIB-MJ145-B2_01.fastq.gz	23407716	3445555745
MFD05282	6511	Soil	Agriculture	Fields	Superasterids	Caryophyllales, Sugar beet	11.25080577	54.71137062	LIB-MJ151-A10_04.fastq.gz	23532554	3460329455
MFD05283	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.706636313	55.17954433	LIB-MJ148-E4_02.fastq.gz	14301684	2119873205
MFD05284	6233	Soil	Agriculture	Fields	Poales, grass	Permanent grass, Low yield	11.10034382	54.80395989	LIB-MJ137-D1_02.fastq.gz	19046296	2826743961
MFD05285	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.60563615	55.36067573	LIB-MJ137-H9_02.fastq.gz	37181172	5504707583
MFD05286	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	8.920585683	55.63085662	LIB-MJ150-A6_03.fastq.gz	24463864	3618724288
MFD05287	6153	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter	8.763914176	55.27122409	LIB-MJ139-F8_01.fastq.gz	20364158	3019987597
MFD05288	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.762301656	55.54079628	LIB-MJ140-E4_02.fastq.gz	25573744	3799189707
MFD05289	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.08757979	55.5021019	LIB-MJ140-B12_02.fastq.gz	22925720	3334057826
MFD05290	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	9.550855327	55.27020976	LIB-MJ138-E1_03.fastq.gz	28165820	4184387771
MFD05291	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	11.60133566	55.33362089	LIB-MJ135-A6_04.fastq.gz	21824934	3246236171
MFD05292	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	9.239891273	55.90020726	LIB-MJ145-G9_01.fastq.gz	28099442	4139103406
MFD05293	6143	Soil	Agriculture	Fields	Poales, Cereal	Barley, Winter	8.763379686	55.36108282	LIB-MJ140-D9_02.fastq.gz	23364892	3469269566
MFD05294	6411	Soil	Agriculture	Fields	Asterids	Asterales, Lettuce	9.240447322	55.99005669	LIB-MJ138-G1_03.fastq.gz	23900564	3520736307
MFD05295	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.07959655	55.72071071	LIB-MJ135-A12_04_v_LIB-MJ367-A12_03.fastq.gz	6041740	848513978
MFD05296	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.08757979	55.5021019	LIB-MJ138-F9_03.fastq.gz	27842074	4136161506
MFD05297	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.10034382	54.80395989	LIB-MJ145-C8_01.fastq.gz	24773606	3654364131
MFD05298	6143	Soil	Agriculture	Fields	Poales, Cereal	Barley, Winter	11.44384444	55.33687386	LIB-MJ139-G8_01.fastq.gz	21025710	3119958247
MFD05299	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.70823062	55.26939833	LIB-MJ137-E8_02.fastq.gz	18187458	2703656237
MFD05300	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	9.079964111	55.90041494	LIB-MJ149-D3_03.fastq.gz	17926290	2646901826
MFD05301	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.608293631	55.09109957	LIB-MJ137-H10_02.fastq.gz	28766014	4209827102
MFD05302	6214	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Common meadow-grass	12.08757979	55.5021019	LIB-MJ139-A10_01.fastq.gz	27750112	4115175290
MFD05303	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.60133566	55.33362089	LIB-MJ145-G3_01.fastq.gz	19916184	2949072593
MFD05304	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.44384444	55.33687386	LIB-MJ135-G3_04.fastq.gz	18911206	2810769303
MFD05305	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.2456397	55.4980112	LIB-MJ140-C12_02.fastq.gz	36371770	5389193565
MFD05306	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	11.60133566	55.33362089	LIB-MJ139-G6_01.fastq.gz	22470562	3335402991
MFD05307	6143	Soil	Agriculture	Fields	Poales, Cereal	Barley, Winter	11.44384444	55.33687386	LIB-MJ145-A6_01.fastq.gz	22957600	3393189409
MFD05308	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.44938911	55.42665042	LIB-MJ137-D2_02.fastq.gz	22138774	3264387647
MFD05309	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.03466098	55.71637907	LIB-MJ140-F2_02.fastq.gz	24696002	3669375340
MFD05310	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.75879389	55.33016513	LIB-MJ139-G11_01.fastq.gz	18868226	2767945690
MFD05311	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	10.03466098	55.71637907	LIB-MJ151-F4_04.fastq.gz	19282384	2869416174
MFD05312	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	8.608293631	55.09109957	LIB-MJ145-C11_01.fastq.gz	22975228	3397037186
MFD05313	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.08757979	55.5021019	LIB-MJ137-F7_02.fastq.gz	20177484	3001243788
MFD05314	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.240447322	55.99005669	LIB-MJ150-A12_03.fastq.gz	5578114	780611218
MFD05315	6411	Soil	Agriculture	Fields	Asterids	Asterales, Lettuce	9.240447322	55.99005669	LIB-MJ150-D2_03.fastq.gz	27648270	4074491798
MFD05316	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.08757979	55.5021019	LIB-MJ138-B11_03.fastq.gz	28736258	4267435146
MFD05317	6311	Soil	Agriculture	Fields	Asparagales	Onion	9.239891273	55.90020726	LIB-MJ137-G2_02.fastq.gz	23532188	3475328706
MFD05318	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	12.08757979	55.5021019	LIB-MJ135-D3_04.fastq.gz	16694220	2484563120
MFD05319	6214	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Common meadow-grass	12.08757979	55.5021019	LIB-MJ150-H7_03.fastq.gz	15433638	2275257662
MFD05320	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.60133566	55.33362089	LIB-MJ145-G2_01.fastq.gz	21844710	3223709566
MFD05321	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.44384444	55.33687386	LIB-MJ151-F8_04.fastq.gz	20331442	3019173222
MFD05322	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.08757979	55.5021019	LIB-MJ150-H2_03.fastq.gz	22803364	3277186961
MFD05323	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	12.09462707	55.59182715	LIB-MJ150-D7_03.fastq.gz	18345626	2727380502
MFD05324	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.88370082	54.87776911	LIB-MJ149-D2_03.fastq.gz	17307322	2563839616
MFD05325	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.393473068	55.27081835	LIB-MJ150-F6_03.fastq.gz	19997708	2946098266
MFD05326	6411	Soil	Agriculture	Fields	Asterids	Asterales, Lettuce	9.240447322	55.99005669	LIB-MJ147-G9_02.fastq.gz	29899636	4386329281
MFD05327	6161	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter, Hybrid	10.49831595	55.35212853	LIB-MJ148-D5_02.fastq.gz	16754602	2477400473
MFD05328	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.35796782	54.95549062	LIB-MJ135-F9_04.fastq.gz	16167466	2405599369
MFD05329	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.72197606	54.79160243	LIB-MJ151-G8_04.fastq.gz	34727708	5149722947
MFD05330	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	8.76175807	55.63065102	LIB-MJ150-B7_03.fastq.gz	26505472	3914664288
MFD05331	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	9.240447322	55.99005669	LIB-MJ148-G7_02.fastq.gz	17183944	2532357377
MFD05332	6211	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Fescue	12.03259932	54.78423109	LIB-MJ147-B7_02.fastq.gz	22225718	3294153771
MFD05333	6111	Soil	Agriculture	Fields	Poales, Cereal	Oat, Spring	10.18835428	55.53526437	LIB-MJ138-F1_03.fastq.gz	24360358	3614503195
MFD05334	6714	Soil	Agriculture	Fields	Malvids	Brassicales, Cabbage	9.240447322	55.99005669	LIB-MJ139-E11_01.fastq.gz	20496384	3045987759
MFD05335	6153	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter	12.20206153	54.95970027	LIB-MJ147-C9_02.fastq.gz	17748516	2632994616
MFD05336	6153	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter	9.240447322	55.99005669	LIB-MJ151-B10_04.fastq.gz	23778966	3497005352
MFD05337	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.20206153	54.95970027	LIB-MJ149-F6_03.fastq.gz	23544682	3493240137
MFD05338	6161	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter, Hybrid	10.33762235	55.26412475	LIB-MJ140-C11_02.fastq.gz	25653470	3804345421
MFD05339	6111	Soil	Agriculture	Fields	Poales, Cereal	Oat, Spring	10.18835428	55.53526437	LIB-MJ151-D5_04.fastq.gz	29707244	4417056831
MFD05340	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.0275963	55.44685603	LIB-MJ135-A10_04.fastq.gz	15033156	2228059592
MFD05341	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	8.608293631	55.09109957	LIB-MJ146-H6_01.fastq.gz	18706730	2764623469
MFD05342	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.079779809	55.81056349	LIB-MJ149-D4_03.fastq.gz	22053208	3269262618
MFD05343	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	8.9202202	55.81056349	LIB-MJ149-A6_03.fastq.gz	28026620	4120783194
MFD05344	6214	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Common meadow-grass	12.08757979	55.5021019	LIB-MJ149-D8_03.fastq.gz	27737924	4099367156
MFD05345	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.393473068	55.27081835	LIB-MJ145-D3_01.fastq.gz	19458620	2882927038
MFD05346	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.54961524	55.18035306	LIB-MJ146-G11_01.fastq.gz	19282254	2838144806
MFD05347	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.36547704	55.04520006	LIB-MJ135-A5_04.fastq.gz	12853698	1911785908
MFD05348	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.25080577	54.71137062	LIB-MJ135-D6_04.fastq.gz	17574162	2616911258
MFD05349	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	8.9202202	55.81056349	LIB-MJ149-A11_03.fastq.gz	33315946	4884545727
MFD05350	6311	Soil	Agriculture	Fields	Asparagales	Onion	9.240447322	55.99005669	LIB-MJ149-A5_03.fastq.gz	23528762	3455350993
MFD05351	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	8.758431038	56.16975159	LIB-MJ146-E3_01.fastq.gz	18139332	2690094682
MFD05352	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	8.920035898	55.90041494	LIB-MJ138-G6_03.fastq.gz	26962848	3953743172
MFD05353	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.08757979	55.5021019	LIB-MJ148-H7_02.fastq.gz	17870398	2641884992
MFD05354	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.10034382	54.80395989	LIB-MJ151-C9_04.fastq.gz	18966302	2810366444
MFD05355	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	8.442838668	55.71947301	LIB-MJ145-A10_01.fastq.gz	22673486	3332701570
MFD05356	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.72197606	54.79160243	LIB-MJ145-F7_01.fastq.gz	16579640	2443217018
MFD05357	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.238241941	55.63065102	LIB-MJ151-B11_04.fastq.gz	16010306	2347580912
MFD05358	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.09569745	54.7141524	LIB-MJ138-C6_03.fastq.gz	33845426	4989942488
MFD05359	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	12.35796782	54.95549062	LIB-MJ145-C7_01.fastq.gz	19007678	2808328699
MFD05360	7150	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Rhynchosporion depressions	8.82624	56.5088	LIB-MJ177-E4_03.fastq.gz	24147372	3598966882
MFD05361	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.92069	55.38444	LIB-MJ200-E9_04.fastq.gz	13783928	2053951089
